1 50 110336.5
2 9 108504.5
3 8 107895.0
4 11 108385.5
5 12 109802.0
6 12 107586.5
7 22 109617.0
8 37 108907.0
9 8 106316.5
10 16 110336.5
11 6 106610.5
12 10 110306.0
13 9 110441.0
14 7 108159.0
15 17 103203.0
16 11 110307.5
17 9 111797.0
18 38 105053.5
19 19 101911.5
20 11 112136.5
21 10 112250.5
22 10 111118.5
23 14 111318.5
24 6 105240.5
25 8 113336.5
26 8 110776.5
27 7 111213.5
28 8 108794.5
29 8 103058.0
30 8 110001.0
31 10 109162.5
32 6 110620.5
33 6 108007.5
34 8 104533.5
35 7 107235.0
36 10 108927.0
37 11 107344.5
38 9 111129.5
39 10 110855.5
40 10 109364.0
41 11 109705.5
42 8 105026.5
43 8 109020.0
44 9 107709.0
45 9 108655.0
46 9 109293.0
47 8 113921.0
48 9 107302.5
49 7 104483.0
50 8 111300.5
51 9 108485.5
52 9 108985.0
53 6 102883.5
54 8 110642.0
55 9 109289.5
56 9 109808.5
57 6 108434.5
58 7 108075.5
59 10 111407.5
60 10 106551.0
61 7 111907.0
62 10 109278.0
63 8 111258.0
64 8 113215.0
65 6 111283.0
66 14 108962.0
67 8 108700.5
68 14 106593.0
69 7 108415.5
70 12 113923.5
71 10 109101.0
72 10 108593.0
73 8 110630.0
74 5 107139.0
75 6 108245.5
76 6 108557.5
77 7 112676.5
78 5 101818.0
79 5 107451.0
80 6 108049.5
81 7 102788.0
82 9 109751.5
83 7 112450.5
84 6 105742.5
85 7 110748.5
86 9 105633.5
87 9 102901.5
88 11 111291.5
89 8 107421.0
90 5 107329.5
91 5 110685.0
92 6 113263.5
93 4 113079.5
94 5 112584.0
95 5 104426.0
96 9 113557.0
97 7 106780.5
98 8 107733.5
99 7 102345.0
100 5 109583.5
101 5 109569.5
102 6 111261.0
103 7 105284.5
104 8 108680.5
105 8 110753.0
106 8 112079.5
107 8 114123.0
108 5 110927.5
109 5 109843.0
110 8 109451.0
111 8 113025.5
112 6 114438.5
113 7 108414.0
114 7 109102.5
115 8 112236.0
116 4 107760.0
117 6 112169.0
118 4 112298.0
119 4 106729.0
120 7 109755.0
121 5 110669.0
122 5 111908.0
123 7 109720.5
124 4 104624.5
125 7 109604.5
126 7 110152.5
127 7 108977.0
128 6 105368.0
129 5 104865.0
130 4 110797.5
131 6 107262.5
132 5 108835.5
133 3 113565.5
134 6 107272.0
135 5 110682.5
136 7 109034.5
137 6 108941.5
138 7 110435.5
139 9 105169.0
140 9 111641.0
141 8 112552.0
142 10 112379.5
143 6 108786.0
144 8 111247.5
145 6 112653.0
146 5 110785.5
147 6 107277.5
148 7 112776.5
149 6 114868.0
150 6 113371.0
151 5 108547.5
152 7 110695.5
153 5 106424.0
154 8 112684.0
155 8 110933.0
156 5 106948.0
157 6 112610.0
158 5 107262.5
159 3 104362.5
160 5 112880.0
161 4 113294.5
162 4 110482.5
163 5 110639.5
164 4 106708.5
165 5 109811.5
166 4 109739.0
167 5 108524.0
168 3 109193.0
169 5 105986.5
170 5 111516.0
171 6 111762.5
172 3 109669.0
173 5 110992.5
174 5 113079.5
175 4 108861.5
176 4 110558.5
177 3 109760.0
178 4 110708.5
179 5 110812.0
180 4 107503.0
181 5 111518.0
182 3 106701.0
183 4 104311.5
184 4 108060.0
185 4 111926.5
186 3 110693.0
187 4 104199.5
188 4 109157.0
189 5 103578.5
190 5 111367.0
191 3 109141.5
192 4 105484.5
193 3 110622.5
194 5 109830.5
195 5 109437.5
196 4 110899.0
197 5 108409.5
198 4 106464.0
199 4 110470.5
200 5 107163.0
201 5 111243.5
202 4 109114.5
203 6 108510.0
204 4 109819.0
205 4 106703.5
206 4 111127.0
207 4 108407.5
208 4 106246.5
209 4 108028.5
210 3 110360.0
211 4 107812.0
212 4 104176.0
213 4 111122.0
214 4 111819.5
215 4 114322.0
216 6 110152.0
217 4 113814.5
218 4 109664.5
219 5 109354.0
220 4 106982.5
221 4 104345.5
222 4 110089.0
223 5 108128.5
224 6 100588.0
225 7 100613.5
226 4 110306.0
227 5 107398.5
228 5 105613.0
229 5 108737.5
230 4 113006.5
231 4 104617.5
232 3 110346.0
233 3 105733.0
234 3 108340.5
235 3 107229.0
236 4 103949.5
237 5 111404.5
238 5 110650.5
239 6 107223.0
240 6 107613.5
241 5 111073.0
242 4 108485.0
243 4 111679.0
244 5 108299.5
245 4 107840.0
246 5 110039.0
247 4 110080.0
248 4 111088.5
249 9 109808.0
250 4 110251.0
251 3 107581.5
252 6 112864.0
253 4 112140.0
254 4 110366.5
255 5 108069.0
256 3 107359.0
257 3 103746.5
258 4 108435.0
259 5 112648.5
260 5 110278.0
261 3 107281.0
